Chromosome,Plasmid,Label
NZ_CP084806.1,NZ_CP084810.1,1
NZ_CP084806.1,NZ_CP084811.1,1
NZ_CP084806.1,NZ_CP084812.1,1
NZ_CP084806.1,NZ_CP084813.1,1
NZ_CP084806.1,NZ_CP084814.1,1
NZ_CP084806.1,NZ_CP084815.1,1
NZ_CP084806.1,NZ_CP084816.1,1
NZ_CP084806.1,NZ_CP084817.1,1
NZ_CP084860.1,NZ_CP084861.1,1
NZ_CP084860.1,NZ_CP084862.1,1
NZ_CP084860.1,NZ_CP084863.1,1
NZ_CP084860.1,NZ_CP084864.1,1
NZ_CP084860.1,NZ_CP084865.1,1
NZ_CP084823.1,NZ_CP084824.1,1
NZ_CP084825.1,NZ_CP084826.1,1
NZ_CP084825.1,NZ_CP084827.1,1
NZ_CP084825.1,NZ_CP084828.1,1
NZ_CP084876.1,NZ_CP084877.1,1
NZ_CP084830.1,NZ_CP084831.1,1
NZ_CP084830.1,NZ_CP084832.1,1
NZ_CP084830.1,NZ_CP084833.1,1
NZ_CP084830.1,NZ_CP084834.1,1
NZ_CP084843.1,NZ_CP084844.1,1
NZ_CP084843.1,NZ_CP084845.1,1
NZ_CP084843.1,NZ_CP084846.1,1
NZ_CP084843.1,NZ_CP084847.1,1
NZ_CP084843.1,NZ_CP084848.1,1
NZ_CP084843.1,NZ_CP084849.1,1
NZ_CP084852.1,NZ_CP084853.1,1
NZ_CP084852.1,NZ_CP084854.1,1
NZ_CP084852.1,NZ_CP084855.1,1
NZ_CP084871.1,NZ_CP084872.1,1
NZ_CP084874.1,NZ_CP084875.1,1
NZ_CP085056.1,NZ_CP085057.1,1
NZ_CP085056.1,NZ_CP085058.1,1
NZ_CP085056.1,NZ_CP085059.1,1
NZ_CP085060.1,NZ_CP085061.1,1
NZ_CP085060.1,NZ_CP085062.1,1
NZ_CP085063.1,NZ_CP085064.1,1
NZ_CP085063.1,NZ_CP085065.1,1
NZ_CP085063.1,NZ_CP085066.1,1
NZ_CP085063.1,NZ_CP085067.1,1
NZ_CP085063.1,NZ_CP085068.1,1
NZ_CP085069.1,NZ_CP085070.1,1
NZ_CP085069.1,NZ_CP085071.1,1
NZ_CP085069.1,NZ_CP085072.1,1
NZ_CP085069.1,NZ_CP085073.1,1
NZ_CP085074.1,NZ_CP085075.1,1
NZ_CP085074.1,NZ_CP085076.1,1
NZ_CP085074.1,NZ_CP085077.1,1
NZ_CP085074.1,NZ_CP085078.1,1
NZ_CP085074.1,NZ_CP085079.1,1
NZ_CP085530.1,NZ_CP085531.1,1
NZ_CP081461.1,NZ_CP081462.1,1
NZ_CP081461.1,NZ_CP081463.1,1
NZ_CP081461.1,NZ_CP081464.1,1
NZ_CP081461.1,NZ_CP081465.1,1
NZ_CP081466.1,NZ_CP081467.1,1
NZ_CP081466.1,NZ_CP081469.1,1
NZ_CP081470.1,NZ_CP081471.1,1
NZ_CP081472.1,NZ_CP081473.1,1
NZ_CP081472.1,NZ_CP081474.1,1
NZ_CP081472.1,NZ_CP081475.1,1
NZ_CP081472.1,NZ_CP081476.1,1
NZ_CP104290.1,NZ_CP104291.1,1
NZ_CP085627.1,NZ_CP085628.1,1
NZ_CP099497.1,NZ_CP099498.1,1
NZ_CP085923.1,NZ_CP085924.1,1
NZ_CP085955.1,NZ_CP085956.1,1
NZ_CP085947.1,NZ_CP085948.1,1
NZ_CP085949.1,NZ_CP085950.1,1
NZ_CP085945.1,NZ_CP085946.1,1
NZ_CP085983.1,NZ_CP085984.1,1
NZ_CP085983.1,NZ_CP085985.1,1
NZ_CP085981.1,NZ_CP085982.1,1
NZ_CP085981.1,NZ_CP085980.1,1
NZ_CP085988.1,NZ_CP085989.1,1
NZ_CP086259.1,NZ_CP086262.1,1
NZ_CP086259.1,NZ_CP086263.1,1
NZ_CP083101.1,NZ_CP083102.1,1
NZ_CP083101.1,NZ_CP083103.1,1
NZ_CP083101.1,NZ_CP083104.1,1
NZ_CP083101.1,NZ_CP083105.1,1
NZ_CP083101.1,NZ_CP083106.1,1
NZ_CP083101.1,NZ_CP083107.1,1
NZ_CP083101.1,NZ_CP083108.1,1
NZ_CP083101.1,NZ_CP083109.1,1
NZ_CP083101.1,NZ_CP083110.1,1
NZ_CP083101.1,NZ_CP083111.1,1
NZ_CP083101.1,NZ_CP083112.1,1
NZ_CP083101.1,NZ_CP083113.1,1
NZ_CP083101.1,NZ_CP083114.1,1
NZ_CP083101.1,NZ_CP083115.1,1
NZ_CP083085.1,NZ_CP083086.1,1
NZ_CP083085.1,NZ_CP083087.1,1
NZ_CP083085.1,NZ_CP083088.1,1
NZ_CP083085.1,NZ_CP083089.1,1
NZ_CP083085.1,NZ_CP083090.1,1
NZ_CP083085.1,NZ_CP083091.1,1
NZ_CP083085.1,NZ_CP083092.1,1
NZ_CP083085.1,NZ_CP083093.1,1
NZ_CP083085.1,NZ_CP083094.1,1
NZ_CP083085.1,NZ_CP083095.1,1
NZ_CP083085.1,NZ_CP083096.1,1
NZ_CP083085.1,NZ_CP083097.1,1
NZ_CP083085.1,NZ_CP083098.1,1
NZ_CP083085.1,NZ_CP083099.1,1
NZ_CP083085.1,NZ_CP083100.1,1
NZ_CP083116.1,NZ_CP083117.1,1
NZ_CP083116.1,NZ_CP083118.1,1
NZ_CP083116.1,NZ_CP083119.1,1
NZ_CP083116.1,NZ_CP083120.1,1
NZ_CP083116.1,NZ_CP083121.1,1
NZ_CP083116.1,NZ_CP083122.1,1
NZ_CP083116.1,NZ_CP083123.1,1
NZ_CP083116.1,NZ_CP083124.1,1
NZ_CP083116.1,NZ_CP083125.1,1
NZ_CP083116.1,NZ_CP083126.1,1
NZ_CP083116.1,NZ_CP083127.1,1
NZ_CP083116.1,NZ_CP083128.1,1
NZ_CP083144.1,NZ_CP083145.1,1
NZ_CP083144.1,NZ_CP083146.1,1
NZ_CP083144.1,NZ_CP083147.1,1
NZ_CP083144.1,NZ_CP083148.1,1
NZ_CP083144.1,NZ_CP083149.1,1
NZ_CP083144.1,NZ_CP083150.1,1
NZ_CP083144.1,NZ_CP083151.1,1
NZ_CP083144.1,NZ_CP083152.1,1
NZ_CP083144.1,NZ_CP083153.1,1
NZ_CP083144.1,NZ_CP083154.1,1
NZ_CP083144.1,NZ_CP083155.1,1
NZ_CP083156.1,NZ_CP083157.1,1
NZ_CP083156.1,NZ_CP083158.1,1
NZ_CP083156.1,NZ_CP083159.1,1
NZ_CP083156.1,NZ_CP083160.1,1
NZ_CP083156.1,NZ_CP083161.1,1
NZ_CP083156.1,NZ_CP083162.1,1
NZ_CP083156.1,NZ_CP083163.1,1
NZ_CP083156.1,NZ_CP083164.1,1
NZ_CP083156.1,NZ_CP083165.1,1
NZ_CP083156.1,NZ_CP083166.1,1
NZ_CP083156.1,NZ_CP083167.1,1
NZ_CP045209.1,NZ_CP045210.1,1
NZ_CP045209.1,NZ_CP045211.1,1
NZ_CP045209.1,NZ_CP045212.1,1
NZ_CP045213.1,NZ_CP045214.1,1
NZ_CP045213.1,NZ_CP045215.1,1
NZ_CP081135.1,NZ_CP081136.1,1
NZ_CP085788.1,NZ_CP085789.1,1
NZ_CP085788.1,NZ_CP085790.1,1
NZ_CP063980.1,NZ_CP063981.1,1
NZ_CP086391.1,NZ_CP086389.1,1
NZ_CP086391.1,NZ_CP086388.1,1
NZ_CP086391.1,NZ_CP086387.1,1
NZ_CP086391.1,NZ_CP086392.1,1
NZ_CP086654.1,NZ_CP086655.1,1
NZ_CP086654.1,NZ_CP086656.1,1
NZ_CP071944.1,NZ_CP071946.1,1
NZ_CP071944.1,NZ_CP071945.1,1
NZ_CP116909.1,NZ_CP116910.1,1
NZ_CP087594.1,NZ_CP087595.1,1
NZ_CP087594.1,NZ_CP087596.1,1
NZ_CP087678.1,NZ_CP087679.1,1
NZ_CP087681.1,NZ_CP087682.1,1
NZ_CP087683.1,NZ_CP087684.1,1
NZ_CP087686.1,NZ_CP087687.1,1
NZ_CP087719.1,NZ_CP087720.1,1
NZ_CP087719.1,NZ_CP087721.1,1
NZ_CP087761.1,NZ_CP087762.1,1
NZ_CP087763.1,NZ_CP087764.1,1
NZ_CP087959.1,NZ_CP087960.1,1
NZ_CP087959.1,NZ_CP087961.1,1
NZ_CP087959.1,NZ_CP087962.1,1
NZ_CP087983.1,NZ_CP087984.1,1
NZ_CP088076.1,NZ_CP088077.1,1
NZ_CP088076.1,NZ_CP088078.1,1
NZ_CP088076.1,NZ_CP088079.1,1
NZ_CP088218.1,NZ_CP088219.1,1
NZ_CP088218.1,NZ_CP088220.1,1
NZ_CP088245.1,NZ_CP088246.1,1
NZ_CP088247.1,NZ_CP088248.1,1
NZ_CP088247.1,NZ_CP088249.1,1
NZ_CP088247.1,NZ_CP088250.1,1
NZ_CP089032.1,NZ_CP089033.1,1
NZ_CP089034.1,NZ_CP089035.1,1
NZ_CP089036.1,NZ_CP089037.1,1
NZ_CP089216.1,NZ_CP089217.1,1
NZ_CP089218.1,NZ_CP089219.1,1
NZ_CP089231.1,NZ_CP089232.1,1
NZ_CP089319.1,NZ_CP089320.1,1
NZ_CP089319.1,NZ_CP089321.1,1
NZ_CP089319.1,NZ_CP089322.1,1
NZ_CP089319.1,NZ_CP089323.1,1
NZ_CP089319.1,NZ_CP089324.1,1
NZ_CP089383.1,NZ_CP089384.1,1
NZ_CP089385.1,NZ_CP089386.1,1
NZ_CP089385.1,NZ_CP089389.1,1
NZ_CP089942.1,NZ_CP089943.1,1
NZ_CP089942.1,NZ_CP089944.1,1
NZ_CP089942.1,NZ_CP089945.1,1
NZ_CP089942.1,NZ_CP089946.1,1
NZ_CP089942.1,NZ_CP089947.1,1
NZ_CP089993.1,NZ_CP089994.1,1
NZ_CP089993.1,NZ_CP089995.1,1
NZ_CP090137.1,NZ_CP090138.1,1
NZ_CP090137.1,NZ_CP090139.1,1
NZ_CP090141.1,NZ_CP090142.1,1
NZ_CP090141.1,NZ_CP090143.1,1
NZ_CP090133.1,NZ_CP090134.1,1
NZ_CP090133.1,NZ_CP090135.1,1
NZ_CP090133.1,NZ_CP090136.1,1
NZ_CP090150.1,NZ_CP090151.1,1
NZ_CP071988.1,NZ_CP071990.1,1
NZ_CP071988.1,NZ_CP071991.1,1
NZ_CP071992.1,NZ_CP071993.1,1
NZ_CP083179.1,NZ_CP083180.1,1
NZ_CP090411.1,NZ_CP090412.1,1
NZ_CP090411.1,NZ_CP090413.1,1
NZ_CP090504.1,NZ_CP090505.1,1
NZ_CP090508.1,NZ_CP090509.1,1
NZ_CP090511.1,NZ_CP090512.1,1
NZ_CP090514.1,NZ_CP090516.1,1
NZ_CP090514.1,NZ_CP090517.1,1
NZ_CP090575.1,NZ_CP090576.1,1
NZ_CP090575.1,NZ_CP090577.1,1
NZ_CP090575.1,NZ_CP090578.1,1
NZ_CP090915.1,NZ_CP090916.1,1
NZ_CP090915.1,NZ_CP090917.1,1
NZ_CP090915.1,NZ_CP090918.1,1
NZ_CP090915.1,NZ_CP090919.1,1
NZ_CP090915.1,NZ_CP090920.1,1
NZ_CP090915.1,NZ_CP090921.1,1
NZ_CP045099.1,NZ_CP045100.1,1
NZ_CP045101.1,NZ_CP045102.1,1
NZ_CP045103.1,NZ_CP045104.1,1
NZ_CP045103.1,NZ_CP045105.1,1
NZ_CP045103.1,NZ_CP045106.1,1
NZ_CP045103.1,NZ_CP045107.1,1
NZ_CP053862.1,NZ_CP053863.1,1
NZ_CP053862.1,NZ_CP053864.1,1
NZ_CP042361.1,NZ_CP042362.1,1
NZ_CP090989.1,NZ_CP090990.1,1
NZ_CP090989.1,NZ_CP090991.1,1
NZ_CP090989.1,NZ_CP090992.1,1
NZ_CP090998.1,NZ_CP090999.1,1
NZ_CP090998.1,NZ_CP091000.1,1
NZ_CP090998.1,NZ_CP091001.1,1
NZ_CP090998.1,NZ_CP091002.1,1
NZ_CP090998.1,NZ_CP091003.1,1
NZ_CP090998.1,NZ_CP091004.1,1
NZ_CP090998.1,NZ_CP091005.1,1
NZ_CP090993.1,NZ_CP090994.1,1
NZ_CP090993.1,NZ_CP090995.1,1
NZ_CP090993.1,NZ_CP090996.1,1
NZ_CP090993.1,NZ_CP090997.1,1
NZ_CP091016.1,NZ_CP091017.1,1
NZ_CP091018.1,NZ_CP091019.1,1
NZ_CP091022.1,NZ_CP091023.1,1
NZ_CP091044.1,NZ_CP091047.1,1
NZ_CP091044.1,NZ_CP091046.1,1
NZ_CP091044.1,NZ_CP091045.1,1
NZ_CP091024.1,NZ_CP091025.1,1
NZ_CP091026.1,NZ_CP091027.1,1
NZ_CP091026.1,NZ_CP091028.1,1
NZ_CP091029.1,NZ_CP091030.1,1
NZ_CP091029.1,NZ_CP091031.1,1
NZ_CP084539.1,NZ_CP084540.1,1
NZ_CP091095.1,NZ_CP091096.1,1
NZ_CP080630.1,NZ_CP080632.1,1
NZ_CP080630.1,NZ_CP080631.1,1
NZ_CP074714.1,NZ_CP074713.1,1
NZ_CP091281.1,NZ_CP091282.1,1
NZ_AP025273.1,NZ_AP025274.1,1
NZ_AP025334.1,NZ_AP025335.1,1
NZ_AP025334.1,NZ_AP025336.1,1
NZ_AP022874.1,NZ_AP022875.1,1
NZ_AP022874.1,NZ_AP022876.1,1
NZ_AP022877.1,NZ_AP022878.1,1
NZ_AP022877.1,NZ_AP022879.1,1
NZ_AP022877.1,NZ_AP022880.1,1
NZ_AP022877.1,NZ_AP022881.1,1
NZ_AP022877.1,NZ_AP022882.1,1
NZ_AP022877.1,NZ_AP022883.1,1
NZ_AP022877.1,NZ_AP022884.1,1
NZ_AP022886.1,NZ_AP022887.1,1
NZ_AP022886.1,NZ_AP022888.1,1
NZ_AP022886.1,NZ_AP022889.1,1
NZ_AP022886.1,NZ_AP022890.1,1
NZ_AP022886.1,NZ_AP022891.1,1
NZ_AP022886.1,NZ_AP022892.1,1
NZ_AP022903.1,NZ_AP022904.1,1
NZ_AP022903.1,NZ_AP022906.1,1
NZ_AP022903.1,NZ_AP022905.1,1
NZ_AP022915.1,NZ_AP022916.1,1
NZ_AP022915.1,NZ_AP022919.1,1
NZ_AP022915.1,NZ_AP022920.1,1
NZ_AP022921.1,NZ_AP022922.1,1
NZ_AP022921.1,NZ_AP022923.1,1
NZ_AP022921.1,NZ_AP022924.1,1
NZ_AP022921.1,NZ_AP022925.1,1
NZ_AP022934.1,NZ_AP022937.1,1
NZ_AP022934.1,NZ_AP022938.1,1
NZ_AP022934.1,NZ_AP022939.1,1
NZ_AP022934.1,NZ_AP022940.1,1
NZ_AP022934.1,NZ_AP022941.1,1
NZ_AP022934.1,NZ_AP022943.1,1
NZ_AP022934.1,NZ_AP022944.1,1
NZ_AP022946.1,NZ_AP022947.1,1
NZ_AP022946.1,NZ_AP022948.1,1
NZ_AP022946.1,NZ_AP022949.1,1
NZ_AP022952.1,NZ_AP022953.1,1
NZ_AP022952.1,NZ_AP022954.1,1
NZ_AP022956.1,NZ_AP022957.1,1
NZ_AP022956.1,NZ_AP022958.1,1
NZ_AP022964.1,NZ_AP022965.1,1
NZ_AP022964.1,NZ_AP022966.1,1
NZ_AP022964.1,NZ_AP022967.1,1
NZ_AP022964.1,NZ_AP022968.1,1
NZ_AP022964.1,NZ_AP022969.1,1
NZ_AP022970.1,NZ_AP022971.1,1
NZ_AP022970.1,NZ_AP022972.1,1
NZ_AP022970.1,NZ_AP022973.1,1
NZ_AP022978.1,NZ_AP022979.1,1
NZ_AP023000.1,NZ_AP023001.1,1
NZ_AP023000.1,NZ_AP023002.1,1
NZ_AP023000.1,NZ_AP023003.1,1
NZ_AP023000.1,NZ_AP023004.1,1
NZ_AP025246.1,NZ_AP025247.1,1
NZ_AP024570.1,NZ_AP024571.1,1
NZ_AP024572.1,NZ_AP024573.1,1
NZ_AP024572.1,NZ_AP024574.1,1
NZ_AP024572.1,NZ_AP024575.1,1
NZ_AP024576.1,NZ_AP024577.1,1
NZ_AP024576.1,NZ_AP024578.1,1
NZ_AP024579.1,NZ_AP024580.1,1
NZ_AP024579.1,NZ_AP024581.1,1
NZ_AP025270.1,NZ_AP025271.1,1
NZ_AP025270.1,NZ_AP025272.1,1
NZ_CP091412.1,NZ_CP091413.1,1
NZ_CP091644.1,NZ_CP091645.1,1
NZ_CP089293.1,NZ_CP089294.1,1
NZ_CP085860.1,NZ_CP085862.1,1
NZ_CP085860.1,NZ_CP085861.1,1
NZ_CP085863.1,NZ_CP085865.1,1
NZ_CP085863.1,NZ_CP085864.1,1
NZ_CP085866.1,NZ_CP085867.1,1
NZ_CP085866.1,NZ_CP085868.1,1
NZ_CP091773.1,NZ_CP091774.1,1
NZ_CP091779.1,NZ_CP091780.1,1
NZ_CP091878.1,NZ_CP091879.1,1
NZ_CP081870.1,NZ_CP081871.1,1
NZ_CP081872.1,NZ_CP081873.1,1
NZ_CP081872.1,NZ_CP081874.1,1
NZ_CP081872.1,NZ_CP081875.1,1
NZ_CP081872.1,NZ_CP081876.1,1
NZ_CP081872.1,NZ_CP081877.1,1
NZ_CP092042.1,NZ_CP092043.1,1
NZ_CP092042.1,NZ_CP092044.1,1
NZ_CP092042.1,NZ_CP092045.1,1
NZ_CP092042.1,NZ_CP092046.1,1
NZ_CP092042.1,NZ_CP092047.1,1
NZ_CP076138.1,NZ_CP076139.1,1
NZ_CP076138.1,NZ_CP076140.1,1
NZ_CP076141.1,NZ_CP076142.1,1
NZ_CP076141.1,NZ_CP076143.1,1
NZ_CP076144.1,NZ_CP076145.1,1
NZ_CP076146.1,NZ_CP076147.1,1
NZ_CP076148.1,NZ_CP076149.1,1
NZ_CP076148.1,NZ_CP076150.1,1
NZ_CP076151.1,NZ_CP076152.1,1
NZ_CP076151.1,NZ_CP076153.1,1
NZ_CP076154.1,NZ_CP076155.1,1
NZ_CP076154.1,NZ_CP076156.1,1
NZ_CP076157.1,NZ_CP076158.1,1
NZ_CP076157.1,NZ_CP076159.1,1
NZ_CP076160.1,NZ_CP076161.1,1
NZ_CP076160.1,NZ_CP076162.1,1
NZ_CP076728.1,NZ_CP076729.1,1
NZ_CP076164.1,NZ_CP076165.1,1
NZ_CP076164.1,NZ_CP076166.1,1
NZ_CP076170.1,NZ_CP076171.1,1
NZ_CP076170.1,NZ_CP076172.1,1
NZ_CP076173.1,NZ_CP076174.1,1
NZ_CP076173.1,NZ_CP076175.1,1
NZ_CP076176.1,NZ_CP076177.1,1
NZ_CP076178.1,NZ_CP076179.1,1
NZ_CP076178.1,NZ_CP076180.1,1
NZ_CP076181.1,NZ_CP076182.1,1
NZ_CP076181.1,NZ_CP076183.1,1
NZ_CP076184.1,NZ_CP076185.1,1
NZ_CP076184.1,NZ_CP076186.1,1
NZ_CP076190.1,NZ_CP076191.1,1
NZ_CP076198.1,NZ_CP076199.1,1
NZ_CP076198.1,NZ_CP076200.1,1
NZ_CP076204.1,NZ_CP076205.1,1
NZ_CP076204.1,NZ_CP076206.1,1
NZ_CP076207.1,NZ_CP076208.1,1
NZ_CP076210.1,NZ_CP076211.1,1
NZ_CP076210.1,NZ_CP076212.1,1
NZ_CP076213.1,NZ_CP076214.1,1
NZ_CP076213.1,NZ_CP076215.1,1
NZ_CP076216.1,NZ_CP076217.1,1
NZ_CP076216.1,NZ_CP076218.1,1
NZ_CP076219.1,NZ_CP076220.1,1
NZ_CP076219.1,NZ_CP076221.1,1
NZ_CP076222.1,NZ_CP076223.1,1
NZ_CP076222.1,NZ_CP076224.1,1
NZ_CP076225.1,NZ_CP076226.1,1
NZ_CP076225.1,NZ_CP076227.1,1
NZ_CP092075.1,NZ_CP092076.1,1
NZ_CP081006.1,NZ_CP081005.1,1
NZ_CP092172.1,NZ_CP092173.1,1
NZ_CP092172.1,NZ_CP092174.1,1
NZ_CP092172.1,NZ_CP092175.1,1
NZ_CP092172.1,NZ_CP092176.1,1
NZ_CP092172.1,NZ_CP092177.1,1
NZ_CP092172.1,NZ_CP092178.1,1
NZ_CP062314.1,NZ_CP062315.1,1
NZ_CP062318.1,NZ_CP062319.1,1
NZ_CP070890.1,NZ_CP070891.1,1
NZ_CP070890.1,NZ_CP070892.1,1
NZ_CP070890.1,NZ_CP070893.1,1
NZ_CP070890.1,NZ_CP070894.1,1
NZ_CP071027.1,NZ_CP071028.1,1
NZ_CP071027.1,NZ_CP071029.1,1
NZ_CP071027.1,NZ_CP071030.1,1
NZ_CP071027.1,NZ_CP071031.1,1
NZ_CP072917.1,NZ_CP072918.1,1
NZ_CP072917.1,NZ_CP072919.1,1
NZ_CP072917.1,NZ_CP072920.1,1
NZ_CP072917.1,NZ_CP072921.1,1
NZ_CP072917.1,NZ_CP072922.1,1
NZ_CP072917.1,NZ_CP072923.1,1
NZ_CP072917.1,NZ_CP072924.1,1
NZ_CP072925.1,NZ_CP072926.1,1
NZ_CP072925.1,NZ_CP072927.1,1
NZ_CP072925.1,NZ_CP072928.1,1
NZ_CP072925.1,NZ_CP072929.1,1
NZ_CP072925.1,NZ_CP072930.1,1
NZ_CP092423.2,NZ_CP092424.2,1
NZ_CP092458.1,NZ_CP092459.1,1
NZ_CP091882.1,NZ_CP091883.1,1
NZ_CP062322.1,NZ_CP062323.1,1
NZ_CP062324.1,NZ_CP062325.1,1
NZ_CP062329.1,NZ_CP062330.1,1
NZ_CP062331.1,NZ_CP062332.1,1
NZ_CP062331.1,NZ_CP062333.1,1
NZ_CP062334.1,NZ_CP062335.1,1
NZ_CP062336.1,NZ_CP062337.1,1
NZ_CP062338.1,NZ_CP062339.1,1
NZ_CP062342.1,NZ_CP062343.1,1
NZ_CP062346.1,NZ_CP062347.1,1
NZ_CP062348.1,NZ_CP062349.1,1
NZ_CP062354.1,NZ_CP062355.1,1
NZ_CP062358.1,NZ_CP062359.1,1
NZ_CP062360.1,NZ_CP062361.1,1
NZ_CP062362.1,NZ_CP062363.1,1
NZ_CP062364.1,NZ_CP062365.1,1
NZ_CP062368.1,NZ_CP062369.1,1
NZ_CP062370.1,NZ_CP062371.1,1
NZ_CP062376.1,NZ_CP062377.1,1
NZ_CP062378.1,NZ_CP062379.1,1
NZ_CP062380.1,NZ_CP062381.1,1
NZ_CP062384.1,NZ_CP062385.1,1
NZ_CP062388.1,NZ_CP062389.1,1
NZ_CP062390.1,NZ_CP062391.1,1
NZ_CP062390.1,NZ_CP062392.1,1
NZ_CP062393.1,NZ_CP062394.1,1
NZ_CP062395.1,NZ_CP062396.1,1
NZ_CP062395.1,NZ_CP062397.1,1
NZ_CP091125.1,NZ_CP091126.1,1
NZ_CP091125.1,NZ_CP091127.1,1
NZ_CP092641.1,NZ_CP092642.1,1
NZ_CP092632.1,NZ_CP092633.1,1
NZ_CP089307.1,NZ_CP089308.1,1
NZ_CP062439.1,NZ_CP062440.1,1
NZ_CP091652.1,NZ_CP091654.1,1
NZ_CP091652.1,NZ_CP091653.1,1
NZ_CP091652.1,NZ_CP091655.1,1
NZ_CP091652.1,NZ_CP091656.1,1
NZ_CP091652.1,NZ_CP091657.1,1
NZ_CP091659.1,NZ_CP091658.1,1
NZ_CP091659.1,NZ_CP091660.1,1
NZ_CP091659.1,NZ_CP091661.1,1
NZ_CP091665.1,NZ_CP091666.1,1
NZ_CP091665.1,NZ_CP091667.1,1
NZ_CP091665.1,NZ_CP091668.1,1
NZ_CP091665.1,NZ_CP091669.1,1
NZ_CP091665.1,NZ_CP091670.1,1
NZ_CP091665.1,NZ_CP091671.1,1
NZ_CP091677.1,NZ_CP091678.1,1
NZ_CP091677.1,NZ_CP091679.1,1
NZ_CP091677.1,NZ_CP091680.1,1
NZ_CP091677.1,NZ_CP091681.1,1
NZ_CP091682.1,NZ_CP091684.1,1
NZ_CP091682.1,NZ_CP091685.1,1
NZ_CP091682.1,NZ_CP091686.1,1
NZ_CP091682.1,NZ_CP091687.1,1
NZ_CP091682.1,NZ_CP091689.1,1
NZ_CP091682.1,NZ_CP091688.1,1
NZ_CP091682.1,NZ_CP091690.1,1
NZ_CP091700.1,NZ_CP091698.1,1
NZ_CP091700.1,NZ_CP091699.1,1
NZ_CP091700.1,NZ_CP091701.1,1
NZ_CP091700.1,NZ_CP091702.1,1
NZ_CP091704.1,NZ_CP091705.1,1
NZ_CP091704.1,NZ_CP091706.1,1
NZ_CP091704.1,NZ_CP091707.1,1
NZ_CP091704.1,NZ_CP091708.1,1
NZ_CP091704.1,NZ_CP091709.1,1
NZ_CP091704.1,NZ_CP091710.1,1
NZ_CP091704.1,NZ_CP091711.1,1
NZ_CP092861.1,NZ_CP092862.1,1
NZ_CP092387.1,NZ_CP092388.1,1
NZ_CP092387.1,NZ_CP092389.1,1
NZ_CP092387.1,NZ_CP092390.1,1
NZ_CP092387.1,NZ_CP092391.1,1
NZ_CP092387.1,NZ_CP092392.1,1
NZ_CP093068.1,NZ_CP093070.1,1
NZ_CP093068.1,NZ_CP093069.1,1
NZ_CP093260.1,NZ_CP093261.1,1
NZ_CP093260.1,NZ_CP093262.1,1
NZ_CP093260.1,NZ_CP093263.1,1
NZ_CP093249.1,NZ_CP093250.1,1
NZ_CP093249.1,NZ_CP093251.1,1
NZ_CP093249.1,NZ_CP093252.1,1
NZ_CP093249.1,NZ_CP093253.1,1
NZ_CP093249.1,NZ_CP093254.1,1
NZ_CP093376.1,NZ_CP093375.1,1
NZ_CP093376.1,NZ_CP093377.1,1
NZ_CP093386.1,NZ_CP093387.1,1
NZ_CP093386.1,NZ_CP093388.1,1
NZ_CP093386.1,NZ_CP093389.1,1
NZ_CP093400.1,NZ_CP093401.1,1
NZ_CP080467.1,NZ_CP080468.1,1
NZ_CP094846.1,NZ_CP094847.1,1
NZ_CP050251.1,NZ_CP050252.1,1
NZ_AP025613.1,NZ_AP025614.1,1
NZ_AP025613.1,NZ_AP025615.1,1
NZ_AP025613.1,NZ_AP025616.1,1
NZ_AP025617.1,NZ_AP025618.1,1
NZ_AP025617.1,NZ_AP025619.1,1
NZ_AP025617.1,NZ_AP025620.1,1
NZ_AP025640.1,NZ_AP025641.1,1
NZ_AP025640.1,NZ_AP025646.1,1
NZ_AP025657.1,NZ_AP025658.1,1
NZ_AP025657.1,NZ_AP025659.1,1
NZ_AP025657.1,NZ_AP025660.1,1
NZ_AP025657.1,NZ_AP025661.1,1
NZ_CP095005.1,NZ_CP095006.1,1
NZ_CP095005.1,NZ_CP095009.1,1
NZ_CP095005.1,NZ_CP095007.1,1
NZ_CP095005.1,NZ_CP095008.1,1
NZ_CP095005.1,NZ_CP095010.1,1
NZ_CP058671.1,NZ_CP058672.1,1
NZ_CP058671.1,NZ_CP058673.1,1
NZ_CP058671.1,NZ_CP058674.1,1
NZ_CP087272.1,NZ_CP087274.1,1
NZ_CP087272.1,NZ_CP087273.1,1
NZ_CP087272.1,NZ_CP087275.1,1
NZ_CP094054.1,NZ_CP094055.1,1
NZ_CP094056.1,NZ_CP094057.1,1
NZ_CP094059.1,NZ_CP094060.1,1
NZ_CP094067.1,NZ_CP094068.1,1
NZ_CP094067.1,NZ_CP094069.1,1
NZ_CP094071.1,NZ_CP094072.1,1
NZ_CP094074.1,NZ_CP094075.1,1
NZ_CP094076.1,NZ_CP094077.1,1
NZ_CP094083.1,NZ_CP094084.1,1
NZ_CP094085.1,NZ_CP094086.1,1
NZ_CP094096.1,NZ_CP094097.1,1
NZ_CP094099.1,NZ_CP094100.1,1
NZ_CP094111.1,NZ_CP094112.1,1
NZ_CP094113.1,NZ_CP094114.1,1
NZ_CP094117.1,NZ_CP094118.1,1
NZ_CP094175.1,NZ_CP094176.1,1
NZ_CP094122.1,NZ_CP094123.1,1
NZ_CP094124.1,NZ_CP094125.1,1
NZ_CP094126.1,NZ_CP094127.1,1
NZ_CP094140.1,NZ_CP094141.1,1
NZ_CP094145.1,NZ_CP094146.1,1
NZ_CP094151.1,NZ_CP094152.1,1
